Count,Timestamp,"What location is this salary for? Select Remote-US if applicable. If Remote Canada, select Canadian HQ location. ",Position Title,"Base Salary $ (please quote in CAD) eg. 120,000 please DO NOT put ranges","Equity value (please quote into monetary value) eg. 20,000","Bonus, including sign on bonus $ (please quote in CAD, 0 if none) eg. 20,000",Other cash or equity,Total Compensation,"Years of Experience,  please include internships and co-ops eg. 1, 2.5, 5","Highest Education Achieved (most relevant, if possible)",Did you attend a tech bootcamp?,What year is this salary applicable for? ,Industry,"If you selected ""Other"" for industry, what industry is it?","Is this company considered to be FAANG/MMANGA (Microsoft, Apple, Amazon, Google, Facebook/Meta)",Company Size,,,Company Name (optional) 
342,5/31/2022 21:46:07,Ontario (ON),Data Analyst,"$72,000.00",$0.00,$0.00,0,"$72,000.00",1,Bachelor's Degree - Related,No,2022,Telecommunication,,No,1000+,,,Rogers
343,6/2/2022 3:53:37,Quebec (QC),Associate director,"$150,000.00","$7,000.00","$35,000.00",,"$192,000.00",9,Masters - Unrelated,No,2022,Other,Finance,No,1000+,,,
344,6/3/2022 21:56:44,Ontario (ON),Devo Ops ,"$156,000.00",$0.00,$0.00,0,"$156,000.00",4,Bachelor's Degree - Related,No,2022,Telecommunication,,No,101-200,,,
345,6/7/2022 5:32:25,Remote - US,Senior Software Engineer,"$250,000.00","$60,000.00",$0.00,,"$310,000.00",9,Diploma - Related,No,2022,Tech,,No,101-200,,,
346,6/7/2022 11:33:31,Ontario (ON),Software Engineer,"$170,000.00","$120,000.00","$25,500.00",,"$315,500.00",0,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,Meta
347,6/7/2022 13:29:29,Ontario (ON),Senior Frontend Developer,"$141,000.00","$20,000.00",$0.00,,"$161,000.00",6,Bachelor's Degree - Unrelated,Yes,2022,FinTech,,No,301-500,,,
348,6/8/2022 12:42:19,Ontario (ON),Fullstack Developer,"$135,000.00",$0.00,"$5,000.00",0,"$140,000.00",4,Bachelor's Degree - Related,No,2022,Tech,,No,301-500,,,
349,6/9/2022 7:50:19,Alberta (AB),Senior Software Engineer,"$150,000.00",$0.00,$0.00,,"$150,000.00",6,Bachelor's Degree - Related,No,2022,FinTech,,No,11-50,,,
350,6/9/2022 12:12:15,Ontario (ON),Software Engineer,"$115,000.00","$1,000.00",$0.00,,"$116,000.00",2.5,Masters - Unrelated,Yes,2022,Tech,,No,201-300,,,
351,6/10/2022 17:07:47,British Columbia (BC),Software Development Engineer ,"$120,000.00","$59,000.00","$10,000.00",,"$189,000.00",4,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,Workday
352,6/11/2022 19:47:18,Ontario (ON),Software Developer,"$70,000.00",$0.00,$0.00,0,"$70,000.00",2,Bachelor's Degree - Related,No,2022,Networking,,No,1000+,,,
353,6/11/2022 21:07:45,Ontario (ON),Senior Software Engineer ,"$14,500.00",$0.00,"$5,000.00",,"$19,500.00",8,Masters - Related,No,2022,Tech,,No,1000+,,,
354,6/11/2022 22:27:53,Ontario (ON),Software Developer,"$120,000.00","$3,600.00","$5,000.00","$12,000","$140,600.00",3,High School Diploma Only,No,2022,FinTech,,No,1000+,,,
355,6/12/2022 0:15:24,Ontario (ON),Software Developer,"$82,000.00","$2,000.00","$8,200.00",,"$92,200.00",2.5,Bachelor's Degree - Related,No,2022,Telecommunication,,No,1000+,,,TELUS
356,6/12/2022 19:41:34,Quebec (QC),Software Developer,"$84,000.00","$15,000.00","$8,400.00",,"$107,400.00",2,Bachelor's Degree - Related,No,2022,Video Games,,No,1000+,,,
357,6/13/2022 21:15:56,Ontario (ON),Programmer Analyst,"$80,000.00",$0.00,$0.00,,"$80,000.00",5,Diploma - Related,No,2022,Government,,No,1000+,,,
358,6/14/2022 6:11:02,Alberta (AB),Staff Engineer,"$160,000.00",$0.00,$0.00,,"$160,000.00",10,Diploma - Related,No,2022,B2B,,No,101-200,,,
359,6/14/2022 14:21:00,Ontario (ON),New Grad Developer,"$85,000.00","$6,000.00","$5,000.00",,"$96,000.00",2.5,Bachelor's Degree - Related,No,2022,Consulting,,No,1000+,,,
360,6/14/2022 16:34:15,British Columbia (BC),Software Application Engineer,"$73,000.00","$25,000.00","$10,000.00",,"$108,000.00",3,Bachelor's Degree - Related,No,2022,ERP or CRM,,No,1000+,,,Workday
361,6/14/2022 17:00:05,Ontario (ON),Frontend developer,"$60,000.00",$0.00,$0.00,0,"$60,000.00",1.5,Diploma - Related,No,2022,Education,,No,51-100,,,
362,6/14/2022 19:16:17,Ontario (ON),Software Developer,"$7,500.00","$1,000.00","$3,000.00",0,"$11,500.00",1.5,Bachelor's Degree - Related,No,2022,Education,,No,1000+,,,
363,6/15/2022 9:05:01,Ontario (ON),Java Developer,"$96,000.00",$0.00,"$10,000.00",,"$106,000.00",2.5,Bachelor's Degree - Related,No,2021,Tech,,No,1000+,,,IBM
364,6/15/2022 10:55:11,Alberta (AB),Lead Web Developer,"$95,000.00",$0.00,"$9,500.00",,"$104,500.00",4,Bachelor's Degree - Related,No,2022,Oil and Gas/Energy,,No,501-1000,,,
365,6/16/2022 11:32:03,Quebec (QC),Deep learning engineer ,"$108,000.00",$0.00,$0.00,,"$108,000.00",1,Masters - Related,No,2022,Tech,,No,11-50,,,
366,6/24/2022 11:15:54,Ontario (ON),Software Engineer,"$115,000.00","$40,000.00","$10,000.00",,"$165,000.00",0.6,Masters - Related,No,2022,Transportation,,No,1000+,,,
367,6/24/2022 12:04:59,Ontario (ON),Software Engineer (IC3),"$125,000.00","$48,500.00","$10,000.00",,"$183,500.00",1,Bachelor's Degree - Related,No,2022,FinTech,,No,1000+,,,Coinbase
368,6/24/2022 12:52:11,Remote - US,Senior Software Engineer,"$270,000.00","$52,000.00",$0.00,,"$322,000.00",6,Bachelor's Degree - Related,No,2022,Health & Medicine,,No,101-200,,,
369,6/24/2022 13:15:39,British Columbia (BC),Frontend Developer,"$135,000.00",$0.00,$0.00,0,"$135,000.00",5,Bachelor's Degree - Related,No,2022,FinTech,,No,11-50,,,
370,6/24/2022 13:32:30,Ontario (ON),Senior SWE - DevOps,"$235,000.00","$25,000.00","$35,000.00",,"$295,000.00",5,Bachelor's Degree - Unrelated,No,2022,Tech,,No,501-1000,,,
371,6/24/2022 14:03:57,Ontario (ON),Software Developer,"$83,000.00","$1,125.00",$0.00,,"$84,125.00",1.67,Bachelor's Degree - Related,No,2022,Tech,,No,101-200,,,
372,6/24/2022 14:30:48,Manitoba (MB),Software Developer,"$69,000.00",$0.00,"$4,000.00",,"$73,000.00",8,Bachelor's Degree - Related,No,2022,FinTech,,No,201-300,,,
373,6/24/2022 14:34:06,Ontario (ON),Senior software engineer ,"$145,000.00",$0.00,$0.00,,"$145,000.00",7,Bachelor's Degree - Unrelated,Yes,2022,FinTech,,No,1000+,,,
374,6/24/2022 14:38:37,Quebec (QC),Software Developer ,"$92,000.00",$0.00,"$9,200.00",4600,"$105,800.00",3,Bachelor's Degree - Unrelated,No,2022,FinTech,,No,301-500,,,
375,6/24/2022 14:48:40,British Columbia (BC),Principal Engineer,"$204,000.00","$175,000.00","$45,000.00",,"$424,000.00",22,Bachelor's Degree - Related,No,2021,Tech,,No,1000+,,,
376,6/24/2022 15:17:46,Nova Scotia (NS),Full Stack Engineer 3,"$130,000.00","$65,000.00","$10,000.00",,"$205,000.00",2.5,Bachelor's Degree - Related,No,2022,B2B,,No,1000+,,,Faire
377,6/24/2022 15:53:38,British Columbia (BC),Security Engineer,"$215,000.00","$37,500.00","$15,000.00",,"$267,500.00",9,Bachelor's Degree - Related,No,2022,FinTech,,No,101-200,,,Cryptocurrency Exchange
378,6/24/2022 15:57:17,Ontario (ON),Data Analyst,"$95,000.00","$10,000.00",$0.00,0,"$105,000.00",4,Bachelor's Degree - Related,No,2022,Tech,,No,501-1000,,,
379,6/24/2022 16:30:16,Remote - US,Research Scientist,"$325,000.00","$750,000.00",$0.00,,"$1,075,000.00",6,PhD - Related,No,2022,Health & Medicine,,No,< 10,,,
380,6/24/2022 16:43:55,Ontario (ON),Data Scientist Intern,"$77,000.00",$0.00,$0.00,0,"$77,000.00",1,Bachelor's Degree - Unrelated,Yes,2021,eCommerce,,No,1000+,,,
381,6/24/2022 17:16:36,Ontario (ON),Senior Software Engineer,"$161,000.00","$35,000.00",$0.00,0,"$196,000.00",5,High School Diploma Only,No,2022,FinTech,,No,1000+,,,
382,6/24/2022 17:26:08,Ontario (ON),Software Engineer,"$82,000.00",$0.00,$0.00,,"$82,000.00",0,Bachelor's Degree - Unrelated,Yes,2022,FinTech,,No,11-50,,,
383,6/24/2022 17:57:03,Manitoba (MB),Junior Software Developer,"$86,000.00","$5,000.00",$0.00,0,"$91,000.00",1,Bachelor's Degree - Related,No,2022,eCommerce,,No,301-500,,,
384,6/24/2022 18:22:40,Remote - US,Software Engineer,"$210,000.00","$150,000.00","$30,000.00",,"$390,000.00",8,Bachelor's Degree - Related,No,2022,FinTech,,No,1000+,,,
385,6/24/2022 18:23:17,Remote - US,Senior Software engineer,"$165,000.00","$250,000.00",$0.00,0,"$415,000.00",6,Bachelor's Degree - Unrelated,No,2022,Other,Gig economy,No,1000+,,,Instacart
386,6/24/2022 18:56:38,Alberta (AB),SDE 2,"$176,000.00","$82,000.00",$0.00,,"$258,000.00",8,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,
387,6/24/2022 20:26:53,Alberta (AB),Associate Software Developer,"$87,300.00",$0.00,"$3,000.00",5200,"$95,500.00",3,Bachelor's Degree - Related,No,2022,Other,Advertising,No,201-300,,,
388,6/24/2022 20:27:50,Alberta (AB),Associate Software Developer,"$74,300.00",$0.00,$0.00,4400,"$78,700.00",2,Bachelor's Degree - Related,No,2021,Other,Advertising,No,201-300,,,
389,6/24/2022 21:35:46,British Columbia (BC),Software Engineer,"$67,500.00",$0.00,$0.00,,"$67,500.00",2,Bachelor's Degree - Related,No,2022,Video Games,,No,51-100,,,
390,6/24/2022 22:10:39,Remote - US,Senior Software Engineer,"$255,000.00","$10,000.00",$0.00,0,"$265,000.00",14,Bachelor's Degree - Related,No,2022,Tech,,No,11-50,,,
391,6/24/2022 22:58:31,Remote - US,Software Engineer,"$180,000.00","$161,000.00","$25,000.00",5000,"$371,000.00",13,Certificate - Related,No,2022,Tech,,Yes,1000+,,,Meta
392,6/25/2022 2:30:26,British Columbia (BC),Frontend Engineer,"$159,000.00","$120,000.00","$10,000.00",10000,"$299,000.00",4,High School Diploma Only,No,2022,eCommerce,,No,201-300,,,
393,6/25/2022 7:16:03,British Columbia (BC),Senior business analyst,"$92,000.00",$0.00,$0.00,8000,"$100,000.00",8,Bachelor's Degree - Unrelated,No,2022,Other,Fashion,No,1000+,,,
394,6/25/2022 7:57:17,Ontario (ON),Junior software engineer,"$72,500.00",$0.00,$0.00,0,"$72,500.00",0,Bachelor's Degree - Related,No,2022,Tech,,No,11-50,,,
395,6/25/2022 8:10:56,Ontario (ON),Software developer ,"$125,000.00",$0.00,$0.00,0,"$125,000.00",1,Masters - Unrelated,No,2022,FinTech,,No,< 10,,,
396,6/25/2022 9:25:08,Ontario (ON),Developer,"$120,000.00","$75,000.00",$0.00,,"$195,000.00",10,Bachelor's Degree - Related,Yes,2022,eCommerce,,No,1000+,,,
397,6/25/2022 10:45:35,British Columbia (BC),Software Engineer,"$230,000.00",$0.00,"$20,000.00",,"$250,000.00",7,Bachelor's Degree - Related,No,2022,FinTech,,No,201-300,,,
398,6/26/2022 0:25:06,Ontario (ON),Technical Architect,"$214,000.00",$0.00,"$53,000.00",,"$267,000.00",7,Bachelor's Degree - Related,No,2022,Tech,,No,501-1000,,,
399,6/26/2022 15:05:45,Ontario (ON),Developer,"$70,000.00",$0.00,"$5,000.00",0,"$75,000.00",0,Bachelor's Degree - Unrelated,Yes,2022,Consulting,,No,1000+,,,Tcs
400,6/27/2022 9:43:55,British Columbia (BC),Software QA Analyst ,"$90,000.00","$10,000.00",$0.00,,"$100,000.00",5,Certificate - Related,No,2022,Tech,,No,51-100,,,
401,6/27/2022 17:59:34,Quebec (QC),Senior Software Engineer,"$103,000.00","$7,000.00","$20,000.00",,"$130,000.00",15,Bachelor's Degree - Related,No,2022,eCommerce,,No,1000+,,,SAP
402,6/27/2022 19:26:50,Ontario (ON),Full-stack developer ,"$110,000.00","$15,000.00",$0.00,,"$125,000.00",4,Bachelor's Degree - Related,No,2022,Tech,,No,11-50,,,
403,6/28/2022 0:38:06,Ontario (ON),Senior Software Engineer,"$135,000.00",$0.00,"$27,000.00",,"$162,000.00",5,Bachelor's Degree - Related,No,2022,FinTech,,No,51-100,,,
404,6/28/2022 6:57:45,Ontario (ON),Software Engineer ,"$149,000.00","$15,000.00","$14,000.00",65000,"$243,000.00",2.5,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,Amazon
405,6/28/2022 10:06:46,Remote - US,Staff Engineer ,"$205,000.00","$80,000.00","$35,500.00",,"$320,500.00",10,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
406,6/28/2022 13:20:18,Remote - US,Senior Software Engineer,"$170,000.00",$0.00,"$20,000.00",0,"$190,000.00",13,Bachelor's Degree - Related,No,2022,Tech,,No,201-300,,,
407,6/29/2022 1:44:53,Ontario (ON),Junior react native developer,"$75,000.00",$0.00,$0.00,,"$75,000.00",0,High School Diploma Only,No,2022,Other,Fantasy sports,No,11-50,,,
408,6/30/2022 5:28:00,Ontario (ON),Software Engineer,"$114,000.00","$2,500.00",$0.00,,"$116,500.00",6,Bachelor's Degree - Related,No,2022,FinTech,,No,501-1000,,,Snow Software
409,6/30/2022 17:10:49,Ontario (ON),Staff Software Engineer,"$194,000.00","$100,000.00","$19,000.00",0,"$313,000.00",8,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
410,7/4/2022 22:55:23,Manitoba (MB),Software Developer,"$85,000.00",$0.00,$0.00,,"$85,000.00",4,High School Diploma Only,No,2022,Telecommunication,,No,301-500,,,
411,7/5/2022 7:45:59,Quebec (QC),Software developer,"$72,000.00",$0.00,"$2,500.00",3600,"$78,100.00",1.5,Masters - Unrelated,No,2022,Telecommunication,,No,11-50,,,
412,7/5/2022 23:44:00,Ontario (ON),Data Science Intern,"$45,760.00",$0.00,$0.00,0,"$45,760.00",1,Masters - Related,No,2022,Other,Mining,No,11-50,,,Symboticware
413,7/6/2022 16:39:49,Ontario (ON),Software Engineer 2,"$157,500.00","$20,000.00",$0.00,,"$177,500.00",5,Bachelor's Degree - Related,No,2022,Other,,No,1000+,,,Angi
414,7/9/2022 18:25:27,Ontario (ON),Consultant - Application Developer,"$87,000.00",$0.00,$0.00,0,"$87,000.00",2,Bachelor's Degree - Related,Yes,2022,FinTech,,No,1000+,,,CIBC
415,7/10/2022 7:37:09,Ontario (ON),Front-end Software Developper,"$75,000.00",$0.00,$0.00,,"$75,000.00",0.5,Bachelor's Degree - Unrelated,No,2022,Tech,,No,11-50,,,
416,7/12/2022 1:26:10,Ontario (ON),Software engineer ,"$55,000.00",$0.00,$0.00,,"$55,000.00",1,Bachelor's Degree - Unrelated,No,2022,Tech,,No,301-500,,,
417,7/12/2022 1:51:45,Nova Scotia (NS),Roblox Developer,"$50,000.00",$0.00,$0.00,0,"$50,000.00",0.5,High School Diploma Only,No,2022,Video Games,,No,101-200,,,
418,7/12/2022 7:16:32,Ontario (ON),Senior Test Engineer,"$120,000.00","$30,000.00","$12,000.00",,"$162,000.00",10,Masters - Related,No,2022,Health & Medicine,,No,1000+,,,
419,7/12/2022 8:09:48,Ontario (ON),System Developer,"$100,000.00",$0.00,"$18,000.00",,"$118,000.00",1,PhD - Related,No,2022,Telecommunication,,No,1000+,,,
420,7/12/2022 9:35:22,Ontario (ON),Software developer ,"$65,000.00",$0.00,"$2,000.00",0,"$67,000.00",0,Diploma - Related,No,2022,Manufacturing,,No,501-1000,,,
421,7/12/2022 11:13:32,Ontario (ON),Senior Solutions Engineer,"$100,000.00",$0.00,"$1,000.00",,"$101,000.00",7,Bachelor's Degree - Unrelated,No,2022,Transportation,Telematics,No,1000+,,,Geotab
422,7/13/2022 12:38:47,British Columbia (BC),Full Stack Developer,"$56,000.00",$0.00,$0.00,5500,"$61,500.00",0,Bachelor's Degree - Related,No,2022,Government,,No,1000+,,,
423,7/13/2022 13:41:07,Remote - US,Software Engineer,"$125,000.00","$20,000.00","$10,000.00",,"$155,000.00",4,Bachelor's Degree - Related,No,2022,Networking,,No,1000+,,,Cisco Meraki
424,7/14/2022 6:25:31,British Columbia (BC),Software Development 1,"$120,000.00","$3,000.00","$23,000.00",,"$146,000.00",0,Diploma - Related,Yes,2022,Tech,,Yes,1000+,,,
425,7/15/2022 14:46:39,Ontario (ON),Senior Developer,"$130,000.00","$30,000.00",$0.00,5000,"$165,000.00",4,Bachelor's Degree - Related,No,2022,eCommerce,,No,1000+,,,Shopify
426,7/15/2022 18:55:15,Remote - US,Software Engineer,"$130,000.00","$27,625.00","$13,000.00",0,"$170,625.00",5,Bachelor's Degree - Related,No,2022,Other,Stock creative assets,No,1000+,,,Shutterstock
427,7/16/2022 19:21:19,Quebec (QC),Software Developer,"$115,000.00","$33,000.00",$0.00,0,"$148,000.00",4.5,Bachelor's Degree - Related,No,2022,eCommerce,,No,1000+,,,
428,7/17/2022 10:38:59,Remote - US,Data Scientist,"$135,000.00","$20,000.00",$0.00,0,"$155,000.00",5,Bachelor's Degree - Unrelated,No,2021,Tech,,No,11-50,,,
429,7/19/2022 5:50:51,British Columbia (BC),Software engineer,"$73,000.00","$22,000.00","$8,000.00",,"$103,000.00",2,Bachelor's Degree - Related,Yes,2022,ERP or CRM,,No,1000+,,,Workday
430,7/19/2022 9:18:00,Manitoba (MB),Software Developer Intern,"$42,000.00",$0.00,$0.00,,"$42,000.00",0,Bachelor's Degree - Related,No,2022,Tech,,No,101-200,,,
431,7/19/2022 13:49:51,Quebec (QC),Senior Data Engineering Analyst,"$75,000.00",$0.00,"$6,750.00",,"$81,750.00",2,Masters - Related,No,2022,FinTech,,No,1000+,,,National Bank of Canada 
432,7/20/2022 11:13:53,Ontario (ON),Software Developer,"$84,150.00",$0.00,$0.00,,"$84,150.00",3.5,Diploma - Related,No,2022,Health & Medicine,,No,< 10,,,
433,7/20/2022 22:14:20,Ontario (ON),Software Development Engineer 3,"$130,000.00","$20,000.00","$2,000.00",,"$152,000.00",4,Bachelor's Degree - Unrelated,No,2022,Tech,,No,501-1000,,,PagerDuty
434,7/22/2022 19:15:05,Ontario (ON),"Manager, infrastructure services ","$116,000.00",$0.00,$0.00,0,"$116,000.00",17,Bachelor's Degree - Related,No,2022,Government,,No,1000+,,,Municipality of Chatham-kent
435,7/23/2022 1:59:15,British Columbia (BC),Engineering Manager,"$185,000.00","$65,000.00","$15,000.00",,"$265,000.00",5,High School Diploma Only,Yes,2022,Tech,,No,101-200,,,
436,7/25/2022 9:22:25,Remote - US,Software Engineer,"$175,000.00","$100,000.00","$15,000.00",,"$290,000.00",5,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
437,7/27/2022 21:33:56,Quebec (QC),IT Architect,"$110,000.00",$0.00,"$12,000.00",,"$122,000.00",10,Bachelor's Degree - Related,No,2021,Government,,No,1000+,,,
438,8/1/2022 22:19:59,Ontario (ON),Software Engineer,"$125,000.00","$40,000.00","$13,000.00",,"$178,000.00",1,Masters - Related,No,2022,Tech,,No,51-100,,,
439,8/2/2022 5:34:17,British Columbia (BC),Software engineering manager ,"$145,000.00","$50,000.00","$18,000.00",,"$213,000.00",10,Diploma - Related,No,2022,eCommerce,,No,201-300,,,
440,8/2/2022 9:56:29,Ontario (ON),Data Engineer,"$80,000.00",$0.00,$0.00,0,"$80,000.00",1,Masters - Unrelated,No,2021,Government,,No,1000+,,,
441,8/2/2022 11:13:55,Ontario (ON),IT Consultant,"$47,500.00",$0.00,$0.00,0,"$47,500.00",0,Diploma - Related,No,2022,Consulting,,No,1000+,,,FDM
442,8/2/2022 13:25:50,British Columbia (BC),Software Developer,"$98,000.00",$0.00,$0.00,1000,"$99,000.00",4,Diploma - Related,No,2022,Tech,,No,1000+,,,
443,8/2/2022 20:53:04,Saskatchewan (SK),Software Engineer,"$76,500.00",$0.00,"$3,000.00",,"$79,500.00",3,Bachelor's Degree - Related,No,2022,B2B,,No,1000+,,,
444,8/8/2022 14:05:39,Ontario (ON),Senior DevOps Engineer,"$165,000.00",$0.00,$0.00,0,"$165,000.00",6.5,Bachelor's Degree - Related,No,2022,Tech,,No,201-300,,,
445,8/9/2022 14:51:50,Ontario (ON),Software Engineer 2,"$145,000.00","$80,000.00","$20,000.00",,"$245,000.00",8,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
446,8/10/2022 11:52:00,Ontario (ON),Solutions Architect 3,"$90,000.00",$0.00,$0.00,,"$90,000.00",0,Bachelor's Degree - Related,No,2021,B2B,,No,1000+,,,
447,8/13/2022 16:03:13,Ontario (ON),Co-op LT (Long Term 16 months),"$56,000.00",$0.00,$0.00,0,"$56,000.00",0,High School Diploma Only,No,2021,Tech,,No,1000+,,,
448,8/15/2022 22:30:51,Remote - US,SDE 2,"$171,000.00","$68,000.00",$0.00,,"$239,000.00",7,Bachelor's Degree - Related,No,2022,eCommerce,,Yes,1000+,,,Amazon
449,8/16/2022 9:59:38,Remote - US,Solution Architect,"$229,000.00",$0.00,$0.00,0,"$229,000.00",6,Masters - Unrelated,No,2022,Tech,,No,51-100,,,
450,8/16/2022 10:08:30,Ontario (ON),Software Developer,"$62,400.00",$0.00,$0.00,5000,"$67,400.00",3,Bachelor's Degree - Related,No,2022,FinTech,,No,301-500,,,Ratesdotca
451,8/16/2022 10:28:57,Ontario (ON),IT Analyst ,"$94,000.00",$0.00,$0.00,,"$94,000.00",1,Bachelor's Degree - Unrelated,No,2021,Oil and Gas/Energy,,No,501-1000,,,
452,8/16/2022 14:58:47,Ontario (ON),Software Engineer 2,"$140,000.00","$70,000.00","$21,500.00",,"$231,500.00",5,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,
453,8/16/2022 16:40:36,Alberta (AB),Principal Software Developer,"$125,000.00",$0.00,$0.00,0,"$125,000.00",20,Bachelor's Degree - Related,No,2022,Oil and Gas/Energy,,No,< 10,,,
454,8/18/2022 17:15:13,Nova Scotia (NS),Technical Systems Analyst,"$61,800.00",$0.00,"$5,500.00",,"$67,300.00",0,Bachelor's Degree - Related,No,2022,FinTech,,No,1000+,,,
455,8/18/2022 20:06:07,Ontario (ON),Software Developer,"$75,000.00",$0.00,"$5,000.00",,"$80,000.00",0.5,Diploma - Related,No,2022,FinTech,,No,1000+,,,
456,8/20/2022 14:07:17,Alberta (AB),Junior Software Developer,"$65,000.00","$10,000.00",$0.00,0,"$75,000.00",0.5,Bachelor's Degree - Related,No,2022,FinTech,,No,501-1000,,,
457,8/23/2022 1:40:04,Remote - US,Principal engineer,"$204,000.00",$0.00,"$36,000.00",,"$240,000.00",4,Bachelor's Degree - Related,No,2022,Other,Cybersecurity,No,51-100,,,
458,8/23/2022 9:18:17,Ontario (ON),Strategic Partner Manager,"$183,000.00","$82,000.00","$40,000.00",,"$305,000.00",14,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,Google
459,8/23/2022 12:43:49,Ontario (ON),Compiler Developer Intern,"$60,000.00",$0.00,$0.00,,"$60,000.00",0,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,IBM
460,8/25/2022 22:28:02,British Columbia (BC),Software developer ,"$102,000.00",$0.00,"$9,000.00",,"$111,000.00",4,Masters - Unrelated,No,2022,Tech,,No,501-1000,,,
461,8/30/2022 9:37:03,Ontario (ON),Firmware developer ,"$100,000.00","$10,000.00",$0.00,,"$110,000.00",2.5,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,AMD
